route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
16,1322,1347320,Transway1A,Tri519410,1,1033,176737,0,0
16,1323,1347321,Transway1A,Tri519410,1,1180,176737,0,0
16,1324,1347322,Transway1A,Tri519410,1,1329,176737,0,0
16,1325,1347323,Transway1A,Tri519410,1,1479,176737,0,0
16,1326,1347324,Transway1A,Tri519410,1,1628,176737,0,0
16,1322,1347325,Transway1A,Tri519411,1,1031,176737,0,0
16,1323,1347326,Transway1A,Tri519411,1,1178,176737,0,0
16,1324,1347327,Transway1A,Tri519411,1,1327,176737,0,0
16,1325,1347328,Transway1A,Tri519411,1,1477,176737,0,0
16,1326,1347329,Transway1A,Tri519411,1,1626,176737,0,0
16,1322,1347330,Transway1A,Tri519412,1,1032,176737,0,0
16,1323,1347331,Transway1A,Tri519412,1,1179,176737,0,0
16,1324,1347332,Transway1A,Tri519412,1,1328,176737,0,0
16,1325,1347333,Transway1A,Tri519412,1,1478,176737,0,0
16,1326,1347334,Transway1A,Tri519412,1,1627,176737,0,0
16,1322,1347335,Transway1A,Tri519413,1,1033,176737,0,0
16,1323,1347336,Transway1A,Tri519413,1,1180,176737,0,0
16,1324,1347337,Transway1A,Tri519413,1,1329,176737,0,0
16,1325,1347338,Transway1A,Tri519413,1,1479,176737,0,0
16,1326,1347339,Transway1A,Tri519413,1,1628,176737,0,0
16,1322,1347340,Transway1A,Tri519414,1,1031,176737,0,0
16,1323,1347341,Transway1A,Tri519414,1,1178,176737,0,0
16,1324,1347342,Transway1A,Tri519414,1,1327,176737,0,0
16,1325,1347343,Transway1A,Tri519414,1,1477,176737,0,0
16,1326,1347344,Transway1A,Tri519414,1,1626,176737,0,0
16,1322,1347345,Transway1A,Tri519415,1,1032,176737,0,0
16,1323,1347346,Transway1A,Tri519415,1,1179,176737,0,0
16,1324,1347347,Transway1A,Tri519415,1,1328,176737,0,0
16,1325,1347348,Transway1A,Tri519415,1,1478,176737,0,0
16,1326,1347349,Transway1A,Tri519415,1,1627,176737,0,0
16,1322,1347350,Transway1A,Tri519416,1,1033,176737,0,0
16,1323,1347351,Transway1A,Tri519416,1,1180,176737,0,0
16,1324,1347352,Transway1A,Tri519416,1,1329,176737,0,0
16,1325,1347353,Transway1A,Tri519416,1,1479,176737,0,0
16,1326,1347354,Transway1A,Tri519416,1,1628,176737,0,0
16,1322,1347355,Transway1A,Tri519417,1,1031,176737,0,0
16,1323,1347356,Transway1A,Tri519417,1,1178,176737,0,0
16,1324,1347357,Transway1A,Tri519417,1,1327,176737,0,0
16,1325,1347358,Transway1A,Tri519417,1,1477,176737,0,0
16,1326,1347359,Transway1A,Tri519417,1,1626,176737,0,0
16,1322,1347360,Transway1A,Tri519418,1,1032,176737,0,0
16,1323,1347361,Transway1A,Tri519418,1,1179,176737,0,0
16,1324,1347362,Transway1A,Tri519418,1,1328,176737,0,0
16,1325,1347363,Transway1A,Tri519418,1,1478,176737,0,0
16,1326,1347364,Transway1A,Tri519418,1,1627,176737,0,0
16,1322,1347365,Transway1A,Tri519419,1,1033,176737,0,0
16,1323,1347366,Transway1A,Tri519419,1,1180,176737,0,0
16,1324,1347367,Transway1A,Tri519419,1,1329,176737,0,0
16,1325,1347368,Transway1A,Tri519419,1,1479,176737,0,0
16,1326,1347369,Transway1A,Tri519419,1,1628,176737,0,0
16,1322,1347370,Transway1A,Tri519420,1,1031,176737,0,0
16,1323,1347371,Transway1A,Tri519420,1,1178,176737,0,0
16,1324,1347372,Transway1A,Tri519420,1,1327,176737,0,0
16,1325,1347373,Transway1A,Tri519420,1,1477,176737,0,0
16,1326,1347374,Transway1A,Tri519420,1,1626,176737,0,0
16,1322,1347375,Transway1A,Tri519421,1,1032,176737,0,0
16,1323,1347376,Transway1A,Tri519421,1,1179,176737,0,0
16,1324,1347377,Transway1A,Tri519421,1,1328,176737,0,0
16,1325,1347378,Transway1A,Tri519421,1,1478,176737,0,0
16,1326,1347379,Transway1A,Tri519421,1,1627,176737,0,0
16,1322,1347380,Transway1A,Tri519422,1,1033,176737,0,0
16,1323,1347381,Transway1A,Tri519422,1,1180,176737,0,0
16,1324,1347382,Transway1A,Tri519422,1,1329,176737,0,0
16,1325,1347383,Transway1A,Tri519422,1,1479,176737,0,0
16,1326,1347384,Transway1A,Tri519422,1,1628,176737,0,0
16,1322,1347385,Transway1A,Tri519423,1,1031,176737,0,0
16,1323,1347386,Transway1A,Tri519423,1,1178,176737,0,0
16,1324,1347387,Transway1A,Tri519423,1,1327,176737,0,0
16,1325,1347388,Transway1A,Tri519423,1,1477,176737,0,0
16,1326,1347389,Transway1A,Tri519423,1,1626,176737,0,0
16,1322,1347390,Transway1A,Tri519424,1,1032,176737,0,0
16,1323,1347391,Transway1A,Tri519424,1,1179,176737,0,0
16,1324,1347392,Transway1A,Tri519424,1,1328,176737,0,0
16,1325,1347393,Transway1A,Tri519424,1,1478,176737,0,0
16,1326,1347394,Transway1A,Tri519424,1,1627,176737,0,0
16,1322,1347395,Transway1A,Tri519425,1,1033,176737,0,0
16,1323,1347396,Transway1A,Tri519425,1,1180,176737,0,0
16,1324,1347397,Transway1A,Tri519425,1,1329,176737,0,0
16,1325,1347398,Transway1A,Tri519425,1,1479,176737,0,0
16,1326,1347399,Transway1A,Tri519425,1,1628,176737,0,0
16,1322,1347400,Transway1A,Tri519426,1,1031,176737,0,0
16,1323,1347401,Transway1A,Tri519426,1,1178,176737,0,0
16,1324,1347402,Transway1A,Tri519426,1,1327,176737,0,0
16,1325,1347403,Transway1A,Tri519426,1,1477,176737,0,0
16,1326,1347404,Transway1A,Tri519426,1,1626,176737,0,0
16,1322,1347405,Transway1A,Tri519427,1,1032,176737,0,0
16,1323,1347406,Transway1A,Tri519427,1,1179,176737,0,0
16,1324,1347407,Transway1A,Tri519427,1,1328,176737,0,0
